Design and Implementation of an XML-Based Grid File Storage System with Security Features,"Tusa, F.; Villari, M.; Puliafito, A.","Fac. di Ing., Univ. degli Studi di Messina, Messina, Italy","Enabling Technologies: Infrastructures for Collaborative Enterprises, 2009. WETICE '09. 18th IEEE International Workshops on",20090707,2009,,,183,188,"Grid computing is currently shifting toward a new processing model known as business services. The use of Grid technology, in fact, allows business companies to achieve an higher productivity, to decrease maintenance costs and to adapt to market demands with an increased customer satisfaction. To meet these challenges, Grid computing needs to address several issues in term of Quality of Service, Service accountability and Security.Our work, built on Grid Security Infrastructure (GSI), provides new capabilities (i.e. a strong security data storage) to be used on top of different Grid middlewares. The solution is specifically implemented on gLite and accomplishes the access to data storage Grid resources in a uniform and transparent way. The proposed approach is based on XML data encapsulation to store encrypted data and metadata as well as data owners, X509v3 certificates, AES keys, data size, and file format.",1524-4547,978-0-7695-3683-5,,10.1109/WETICE.2009.31,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5159239,AES;Business;Grid;RSA;Smart Card;Storage Element;X.509;XML wrapper,Companies;Costs;Customer satisfaction;Data security;Grid computing;Memory;Middleware;Productivity;Quality of service;Secure storage,XML;grid computing;security of data;storage management,XML data encapsulation;XML-based grid file storage system;business services;customer satisfaction;data storage grid resources;eXtensible Markup Language;encrypted data;grid computing;grid middlewares;grid security infrastructure;grid technology;market demands;metadata;quality of service;security data storage;security features;service accountability,,0,,14,,,June 29 2009-July 1 2009,,IEEE,IEEE Conference Publications
Development of a secure medical research environment,"Alaoui, A.; Levine, B.; Cleary, K.; Mun, S.K.","ISIS, Georgetown Univ. Hosp., Washington, DC, USA","Information Technology Applications in Biomedicine, 2000. Proceedings. 2000 IEEE EMBS International Conference on",20020806,2000,,,44,49,"The confidentiality of medical information, including patient data security, is an increasingly important issue in today's health care environment. The Health Insurance Portability and Accountability Act of 1996 (HIPAA) requires the Department of Health and Human Services to create specific rules for managing the security and privacy of computer-based patient medical records. In November 1999, the Department of Health and Human Services implemented the privacy requirements of the HIPAA proposal to improve the effectiveness of public and private health programs by protecting individually identifiable health information. We give a brief description of some widely used security measures. We also address the steps that were taken at the Imaging Science and Information Systems (ISIS) Center at Georgetown University to secure our research environment and the patient medical information used within the network, and describe our efforts to become more HIPAA compliant. The paper concludes with some clinical applications",,0-7803-6449-X,,10.1109/ITAB.2000.892346,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=892346,,Biomedical imaging;Computer security;Data security;Health information management;Humans;Information security;Insurance;Medical services;Privacy;Proposals,DP management;computer network management;data privacy;health care;medical computing;medical information systems;research and development management;security of data,Department of Health and Human Services;Georgetown University;Health Insurance Portability and Accountability Act;Imaging Science and Information Systems Center;clinical applications;computer-based patient medical records;health care environment;medical information confidentiality;patient data security;privacy;private health programs;public health programs;secure medical research environment,,3,2,4,,,2000,09 Nov 2000-10 Nov 2000,IEEE,IEEE Conference Publications
Distributed generation: Semantic hype or the dawn of a new era?,"Puttgen, Hans B.; MacGregor, P.R.; Lambert, F.C.","Sch. of Electr. & Comput. Eng., Georgia Inst. of Technol., Atlanta, GA, USA","Power and Energy Magazine, IEEE",20031219,2003,1,1,22,29,"As the electric utility industry continues to restructure, driven both by rapidly evolving regulatory environments and by market forces, the emergence of a number of new generation technologies also profoundly influences the industry's outlook. While it is certainly true that government public policies and regulations have played a major role in the rapidly growing rate at which distributed generation is penetrating the market, it is also the case that a number of technologies have reached a development stage allowing for large-scale implementation within existing electric utility systems. At the onset of any discussion related to distributed generation, one question begs to be answered: is the fact that electric power producing facilities are distributed actually a new and revolutionary concept? Have power plants not always been located across broad expanses of land? The answer to these questions clearly is that electric power plants have always been sited all across the service territories of the utilities owning them. Hence, the opening question: as with many so-called innovations that have been put forward during the recent past, is the entire concept of distributed generation a simple semantic marketing hype or are we actually at the dawn of a new electric power generation era? We believe that a new electric power production industry is emerging, and that it will rely on a broad array of new technologies. This article sets the stage for distributed generation covering such topics as: the present power production situation; what distributed generation is; capability ratings and system interfaces; market penetration of internal combustion engine generators, fuel cells and microturbines; potential generation mix issues, network considerations including power quality, reactive power coordination, reliability and reserve margin, reliability, network redundancy, safety and accountability; public policy and regulatory impact; and standards.",1540-7977,,,10.1109/MPAE.2003.1180357,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1180357,,Distributed control;Distributed power generation;Government;Large-scale systems;Power generation;Power industry;Power system reliability;Production;Public policy;Technological innovation,diesel-electric generators;distributed power generation;fuel cells;gas turbines;government policies,accountability;capability ratings;distributed generation;electric utility industry restructuring;fuel cells;government public policies;government regulations;internal combustion engine generators;microturbines;network considerations;network redundancy;potential generation mix issues;power plants;power quality;reactive power coordination;reliability;reserve margin;safety;standards;system interfaces,,89,,5,,,Jan-Feb 2003,,IEEE,IEEE Journals & Magazines
E-Gov.com: Outsourcing government,Hau-Dong Tsui; Chong-Yen Lee; Ching-Bang Yao,"Dept. Inf. Manage., Chinese Culture Univ., Taipei, Taiwan","Information Sciences and Interaction Sciences (ICIS), 2010 3rd International Conference on",20100803,2010,,,572,576,"Nowadays the public sector is facing two developments that are increasingly being interwoven with each other, namely societal technological developments and the evolution of a new virtual world. Web 2.0 technologies and services coined by Tim O'Reilly in 2004 have spread around the world at an amazing pace and are used by billions of people every day. Web 2.0 is in the use of the web technology and design that aims to facilitate creativity, information sharing, and collaboration among users. This computer industry revolution was caused by the move to the Internet as a platform, and an attempt to understand the success on that new paradigm. Unlike the basic publication, access, and content delivery model of Web 1.0, Web 2.0 promises to be more interactive, participatory, content rich, seamless, scalable, and service oriented. With the growing interest in Web 2.0 trends, more evidences shows that Web 2.0 helps public service organizations deliver high performance in terms of their ability to generate positive social outcomes, to serve the common good, to engage the public as co-producers of public value and to improve accountability and transparency. Blogs, wikis, chat rooms, podcasts, Really Simple Syndication (RSS) and other mashup applications are all part of this process being adopted by some e-Government sites. Consequently, we can conclude that Web 2.0 applications gain in importance in today's society and this development cannot be ignored by the public sector. In this paper we explore the implications of Web 2.0 applications on the further development of e-Government; nevertheless, the interweaving of the physical and virtual world brings news risks and challenges, it should to take into account the potential negative issues like isolation, exclusion, violation of privacy and misuse of information of Web 2.0 avatar as well.",,978-1-4244-7384-7,978-1-4244-7386-1,10.1109/ICICIS.2010.5534763,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5534763,Web 2.0;Webl. 0;mashup;social networking,Avatars;Blogs;Collaboration;Computer industry;Digital audio broadcasting;Electronic government;Internet;Mashups;Outsourcing;Privacy,,,,0,,18,,,23-25 June 2010,,IEEE,IEEE Conference Publications
"E-government, politics and Web 2.0",Hau-Dong Tsui; Chong-Yen Lee; Ching-Bang Yao,"Dept. Inf. Manage., Chinese Culture Univ., Taipei, Taiwan","New Trends in Information Science and Service Science (NISS), 2010 4th International Conference on",20100617,2010,,,687,691,"The advent of Web 2.0 has created abundant opportunities for reinventing businesses and governments. Web 2.0, coined by Tim O'Reilly in 2004, is the idea of mutually maximizing collective intelligence and added value for each participant by dynamic information sharing and creation. Accompanied by the Web 2.0 technologies and services have spread around the world at an amazing pace and are used by millions of people every day. Many public service organizations are also adopting Web 2.0 applications as a means of improving their ability to collaborate and serve citizens more effectively. Web 2.0 tools allow governments to develop two-way communication with their citizens. As such, these tools hold the potential for enhancing citizen participation in online government offerings. Blogs, wikis, chat rooms, podcasts, Really Simple Syndication (RSS) and other applications are all part of this process and are tentatively being adopted to accelerate e-Government. These trends also pose big concerns around privacy, security, authenticity, and access that need to be addressed. Government faces cultural challenges as well, including agency hierarchy and accountability issues that need attention. Though it may not be obvious, essentially the road marks in web 2.0 are political: grassroots participation, forging new connections, and empowering from the ground up. The ideal democratic process is participatory and web 2.0 is about democratizing digital technology. From the other end of the spectrum, it may therefore be relevant to ask, if there has been a shift in political use of the internet and digital new media, how do broader the communication of politics and policy making towards web 2.0 impact? Does web 2.0 hinder or help democratic citizenship? This paper attempts to figure out e-government and politics engagement in the context of Web 2.0.",,978-1-4244-6982-6,978-89-88678-17-6,,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5488529,Web 2.0;e-Government;politics,Acceleration;Blogs;Collaboration;Cultural differences;Digital audio broadcasting;Electronic government;Internet;Privacy;Roads;Security,Internet;Web sites;data privacy;government data processing,Web 2.0 services;Web 2.0 technologies;Wikis;blogs;chat rooms;collective intelligence;e-government;information creation;information sharing;podcasts;politics engagement;really simple syndication,,0,,16,,,11-13 May 2010,,IEEE,IEEE Conference Publications
e-Voting Requirements and Implementation,"Anane, R.; Freeland, R.; Theodoropoulos, G.","Coventry Univ., Coventry","E-Commerce Technology and the 4th IEEE International Conference on Enterprise Computing, E-Commerce, and E-Services, 2007. CEC/EEE 2007. The 9th IEEE International Conference on",20070808,2007,,,382,392,"The level of research that e-voting has attracted is a testimony of its importance as a key element in the implementation of e-government. It is argued that the ease with which voting can be performed will increase participation and enhance accountability. This convenience however, generates a set of specific requirements, not least the ability of the underlying distributed system to model the behaviour of manual systems. More specifically, the elimination of direct physical intervention entails a careful management of the implications of virtual participation. The scope of this work concerns the identification and integration of specific mechanisms for addressing issues of security, privacy and accountability. The aim of this paper is to present a case study on the design and implementation of an e-voting prototype system, and to provide a context for the selection and deployment of relevant mechanisms.",,0-7695-2913-5,,10.1109/CEC-EEE.2007.42,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4285237,,Computer networks;Computer science;Electronic government;Electronic voting;Electronic voting systems;Internet;Nominations and elections;Prototypes;Security;System testing,government data processing;public administration,distributed system;e-government;e-voting prototype system;e-voting requirement;virtual participation,,5,,25,,,23-26 July 2007,,IEEE,IEEE Conference Publications
Efficient anomaly detection and mitigation in software defined networking environment,"Sathya, R.; Thangarajan, R.","Dept. of CSE, Kongu Eng. Coll., Erode, India","Electronics and Communication Systems (ICECS), 2015 2nd International Conference on",20150618,2015,,,479,484,"A Computer network or data communication network is a telecommunication network that allows computers to exchange data. Computer networks are typically built from a large number of network devices such as routers, switches and numerous types of middle boxes with many complex protocols implemented on them. They need to accomplish very complex tasks with access to very limited tools. As a result, network management and performance tuning is quite challenging. Software-Defined Networking (SDN) is an emerging architecture purporting to be adaptable, cost-effective, dynamic and manageable pursuing to be suitable for the high-bandwidth, changing nature of today's applications. SDN architectures decouples network control and forwarding functions, making network control to become directly programmable and the underlying infrastructure to be abstracted from applications and network services. The network security is a prominent feature of the network ensuring accountability, confidentiality, integrity, and protection against many external and internal threats. An Intrusion Detection System (IDS) is a type of security software designed to automatically alert administrators when someone or something is trying to compromise information system through malicious activities or through security policy violations. Security violation in SDN environment needs to be identified to prevent the system from an attack. The proposed work aims to detect the attacks on SDN environment. Detecting anomalies on SDN environment will be more manageable and efficient.",,978-1-4799-7224-1,,10.1109/ECS.2015.7124952,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7124952,Entropy based detection;Feature Selection;Flow Table;Intrusion Detection System;Software Defined Networking,Classification algorithms;Computer architecture;Computer networks;Control systems;Entropy;Feature extraction;Protocols,computer network management;computer network security;software defined networking,IDS;SDN architectures;anomaly detection;anomaly mitigation;complex protocols;computer networks;data communication network;external threats;forwarding functions;internal threats;intrusion detection system;malicious activities;network accountability;network confidentiality;network control;network control functions;network devices;network integrity;network management;network performance tuning;network protection;network security;network services;security policy violations;security software;software defined networking environment;telecommunication network,,,,,,,26-27 Feb. 2015,,IEEE,IEEE Conference Publications
Efficient Blind Signatures for Accountability,"Chakrabarti, S.; Chandrasekhar, S.; Calvert, K.L.; Singhal, M.","Univ. of Kentucky, Lexington","Secure Network Protocols, 2007. NPSec 2007. 3rd IEEE Workshop on",20071029,2007,,,1,6,"The problem of building privacy-preserving accountability systems is long-standing and has been extensively studied by the network research community. We observe that blind signatures have potential to form critical building blocks of network security protocols, where an authority needs to vouch for the legitimacy of a message but there is also a need to keep the ownership of the message secret from the authority. Different forms of blind signature constructions exist in the literature and have found valuable use in areas such E-Cash technology and E-voting schemes. However, conventional blind signatures are quite heavyweight and thus, a direct application of these traditional signatures face scalability and performance challenges. In this paper, we present a novel third-order linear feedback shift register (LFSR) sequence-based, 2-party signature scheme, EGCLFSR, following a well-known variant of the generalized ElGamal signature scheme. Using EGCLFSR, and following fundamentals of a well known blind signature, originally used for E-Cash systems, we present an efficient blind signature BCLFSR (also the first blind signature based on LFSR sequences), which can serve as a protocol building block for privacy-preserving accountability systems. We perform a theoretical analysis including correctness and security of BCLFSR and also present a performance (computation and communication costs, storage overhead) comparison of the proposed scheme with well-known traditional constructions.",,978-1-4244-1603-5,978-1-4244-1603-5,10.1109/NPSEC.2007.4371624,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4371624,Accountability;ElGamal signature;GH;LFSR sequence;XTR;blind signature;cubic LFSR-based cryptosystems;privacy-preserving accountability,Application software;Computer science;Cryptographic protocols;Cryptography;Electronic voting;Information security;Laboratories;Linear feedback shift registers;Privacy;Scalability,Internet;cryptographic protocols;data privacy;digital signatures;shift registers;telecommunication security,EGCLFSR scheme;ElGamal signature scheme;Internet;LFSR sequence-based 2-party signature scheme;blind signatures;network security protocols;privacy-preserving accountability systems;third-order linear feedback shift register,,2,1,27,,,16-16 Oct. 2007,,IEEE,IEEE Conference Publications
Efficient Security Measurements and Metrics for Risk Assessment,"Tashi, I.; Ghernaouti-Helie, S.","Fac. of Bus. & Econ., Univ. of Lausanne, Lausanne","Internet Monitoring and Protection, 2008. ICIMP '08. The Third International Conference on",20080715,2008,,,131,138,"An efficient IT security management relies upon the ability to make a good compromise between the cost of security countermeasures to be implemented, and the reality of informational risks an organization have to face. In fact, it concerns the capacity of an IT security manager to make decisions in a dynamic and complex environment. Even a well-experienced manager needs reliable tools to optimize the decision making process. The aim of this paper is to propose some relevant metrics and measurements in order to facilitate the decision making and to improve performance and accountability in security measures and procedures. We propose an approach to obtain some meaningful and useful metrics and measurements, to assess the Information Security Preparedness Level in a continuing improvement scope.",,978-0-7695-3189-2,978-0-7695-3189-2,10.1109/ICIMP.2008.34,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4561338,Complex Environments;IS Assurance;IS Management effectiveness and efficiency;IS assessment;IS metrics and measurements;Information Security (IS) Management;Risk Management;Risk analysis,Risk management;Security,continuous improvement;decision making;information technology;risk management;security of data,IT security management;Information Security Preparedness Level;continuing improvement scope;decision making;risk assessment;security countermeasures;security measurements;security metrics,,1,,18,,,June 29 2008-July 5 2008,,IEEE,IEEE Conference Publications
Electrical safety leadership,"Doherty, M.","Infrastruct. Health & Safety Assoc., Mississauga, ON, Canada","Electrical Safety Workshop (ESW), 2010 IEEE IAS",20120309,2010,,,126,130,To discuss the differences between normal leadership and great leadership as it pertains to the development and implementation of a world class electrical safety program. The classic and latest thoughts from some of the world's foremost proponents of outstanding leadership principles will be used as the basis for this paper. These concepts will be used to describe how outstanding or great leadership is required to not only develop and implement a best in class electrical safety program but very importantly how to ensure its sustainability in the long term regardless of who is in charge. This leadership can be found anywhere in the organization. The importance of Health & Safety Managed Systems as a template and roadmap for great leaders will be emphasized.,,978-1-4673-1057-4,,10.1109/ESW.2010.6164465,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6164465,CSA;IEEE;NFPA;accountability;greatness;health and safety managed systems;implementation;leadership;regulations;standards;sustainability;trust,Business;Electrical safety;Lead;Occupational health;Standards,electrical safety;health and safety,electrical safety leadership;electrical safety program;health & safety managed systems,,1,,4,,,1-5 Feb. 2010,,IEEE,IEEE Conference Publications
Electronic submission protocol based on temporal accountability,"Kudo, M.","Res. Lab., IBM Japan Ltd., Tokyo, Japan","Computer Security Applications Conference, 1998. Proceedings. 14th Annual",20020806,1998,,,353,363,"This paper describes various possible attacks on temporal properties such as temporal records of payment times and declarations of the closing times for electronic submissions, and explains defense measures that use a trusted third party to provide temporal accountability. The paper proposes a secure electronic submission protocol as a typical time-sensitive application and a temporal accountability logic, which is an extension of Kailar's (1996) work. It analyzes the proposed protocol by applying temporal accountability logic, and describes some modifications of the protocol, which reduce the total number of flows while keeping the protocol as logically secure as the original one in terms of temporal accountability",1063-9527,0-8186-8789-4,,10.1109/CSAC.1998.738656,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=738656,,Application software;Electronic commerce;Identity-based encryption;Internet;Laboratories;Logic;Protection;Protocols;Reactive power;Security,Internet;cryptography;electronic commerce;protocols;telecommunication security;temporal logic,Internet;electronic commerce;electronic submission protocol;temporal accountability;temporal accountability logic;temporal records;time-sensitive application;trusted third party,,3,,12,,,7-11 Dec 1998,07 Dec 1998-11 Dec 1998,IEEE,IEEE Conference Publications
EMBERS: EpheMeral biometrically enhanced real-time location System,"Sung Choi; Bierma, M.; Yung Ryn Choe; Zage, D.","Sandia Nat. Labs., Albuquerque, NM, USA","Security Technology (ICCST), 2014 International Carnahan Conference on",20141218,2014,,,1,6,"In nuclear facilities, having efficient accountability of critical assets, personnel locations, and activities is essential for productive, safe, and secure operations. Such accountability tracked through standard manual procedures is highly inefficient and prone to human error. The ability to actively and autonomously monitor both personnel and critical assets can significantly enhance security and safety operations while removing significant levels of human reliability issues and reducing insider threat concerns. A Real-Time Location System (RTLS) encompasses several technologies that use wireless signals to determine the precise location of tagged critical assets or personnel. RTLS systems include tags that either transmit or receive signals at regular intervals, location sensors/beacons that receive/transmit signals, and a location appliance that collects and correlates the data. Combined with ephemeral biometrics (EB) to validate the live-state of a user, an ephemeral biometrically-enhanced RTLS (EMBERS) can eliminate time-consuming manual searches and audits by providing precise location data. If critical assets or people leave a defined secured area, EMBERS can automatically trigger an alert and function as an access control mechanism and/or ingress/egress monitoring tool. Three different EMBERS application scenarios for safety and security have been analyzed and the heuristic results of this study are outlined in this paper along with areas of technological improvements and innovations that can be made if EMBERS is to be used as safety and security tool.",,978-1-4799-3530-7,,10.1109/CCST.2014.6986971,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6986971,Access control;authentication;biometrics;computer security;identification of persons;identity management systems,Access control;Authentication;Biometrics (access control);Monitoring;Personnel;Safety,authorisation;biometrics (access control);real-time systems;reliability,EMBERS;RTLS;access control mechanism;authentication;computer security;critical assets;ephemeral biometrically enhanced real-time location system;identity management systems;location appliance;location beacons;location sensors;nuclear facilities;personnel assets;personnel locations;reliability;time-consuming manual searches;wireless signals,,0,,,,,13-16 Oct. 2014,,IEEE,IEEE Conference Publications
Empowered Certification Authority in VANETs,"Akhlaq, M.; Aslam, B.; Alserhani, F.; Awan, I.U.; Mellor, J.","Inf. Res. Inst., Univ. of Bradford, Bradford, UK","Advanced Information Networking and Applications Workshops, 2009. WAINA '09. International Conference on",20090626,2009,,,181,186,"The current research on privacy assurance in vehicular ad hoc networks (VANETs) by pseudonym generation and network accountability through revocation has not achieved the desired results. Our research has identified the problems associated with the current techniques. We have revisited the pseudonym generation concept to address the privacy need of the network. In order to improve the efficiency of network and restricting misbehaving / faulty nodes, we have also proposed a more practical approach for certificate revocation. The work has enhanced the role of a certification authority in all network activities. This has restricted the disputed independence of network nodes and now the nodes are bound to approach certification authority regularly for necessary updates and changes. This would also ensure timely revocation of faulty nodes and increase network security.",,978-1-4244-3999-7,978-0-7695-3639-2,10.1109/WAINA.2009.66,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5136645,Certification Authority;Privacy;Revocation;Security;VANETs,Ad hoc networks;Application software;Certification;Computer science;Content addressable storage;Informatics;Mobile communication;Privacy;Roads;Vehicles,ad hoc networks;mobile radio;telecommunication security,VANET;certificate revocation;empowered certification authority;network accountability;network security;pseudonym generation;vehicular ad hoc networks,,1,,12,,,26-29 May 2009,,IEEE,IEEE Conference Publications
Endorsed E-Cash,"Camenisch, J.; Lysyanskaya, A.; Meyerovich, M.","IBM Zurich, Zurich","Security and Privacy, 2007. SP '07. IEEE Symposium on",20070604,2007,,,101,115,"An electronic cash (e-cash) scheme lets a user withdraw money from a bank and then spend it anonymously. E-cash can be used only if it can be securely and fairly exchanged for electronic goods or services. In this paper, we introduce and realize endorsed e-cash. An endorsed e-coin consists of a lightweight endorsement x and the rest of the coin which is meaningless without x. We reduce the problem of exchanging e-cash to that of exchanging endorsements. We demonstrate the usefulness of endorsed e-cash by exhibiting simple and efficient solutions to two important problems: (1) optimistic and unlinkable fair exchange of e-cash for digital goods and services; and (2) onion routing with incentives and accountability for the routers. Finally, we show how to represent a set of n endorsements using just one endorsement; this means that the complexity of the fair exchange protocol for n coins is the same as for one coin, making e-cash all the more scalable and suitable for applications. Our fair exchange of multiple e-coins protocol can be applied to fair exchanges of (almost) any secrets.",1081-6011,0-7695-2848-1,,10.1109/SP.2007.15,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4223218,,Authentication;Cryptographic protocols;Cryptography;Digital signatures;Explosions;Information security;Merchandise;Privacy;Routing,electronic money;protocols,e-cash;electronic cash scheme;fair exchange protocol;lightweight endorsement;onion routing,,4,,43,,,20-23 May 2007,,IEEE,IEEE Conference Publications
Enforcing Expressive Accountability Policies,"Cherrueau, R.-A.; Sudholt, M.","Dept. Inf., Ecole des Mines de Nantes, Nantes, France","WETICE Conference (WETICE), 2014 IEEE 23rd International",20141020,2014,,,333,338,"Accountability policies for the enforcement of the responsible stewardship of personal data have to support the gathering of information at all levels of the service stack and across different policy domains, for instance, for the retrospective enforcement of transparency and remediation properties. Existing approaches to accountability, however, often do not meet these requirements and corresponding implementation support is lacking. In this paper we show how expressive accountability policies can be defined in terms of policy domains, accessible data at all levels of the service stack, and preventive and retrospective mechanisms. Additionally, we present a notion of accountability schemes that support the constructive implementation of our accountability policies. Finally, we motivate and apply our approach in the context of real-world attacks to OAuth-based authorization and authentication protocols.",,,,10.1109/WETICE.2014.71,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6927078,Accountability;Cross-domain and multi-level policies;Oauth;Policy definition and enforcement;Security in social networks,Authentication;Authorization;Cloud computing;Context;Protocols;Servers,authorisation,OAuth-based authentication protocol;OAuth-based authorization protocol;accountability approach;accountability schemes;expressive accountability policy;information gathering;personal data stewardship;preventive mechanism;remediation property;retrospective mechanism;service stack;transparency property,,0,,17,,,23-25 June 2014,,IEEE,IEEE Conference Publications
Ensuring accountability for application sharing in the cloud,"Bhole, A.T.; Rajput, S.D.","SSBT's Coll. of Eng. & Technol., North Maharashtra Univ., Jalgaon, India","Computational Intelligence and Computing Research (ICCIC), 2013 IEEE International Conference on",20140127,2013,,,1,5,"Cloud is a host based network service on the basis of service over internet. When large number of users shares the applications for uploading, downloading and access control, then there will be hazard of fraud access in the network. If accountability is improved, then due to some accountability constraint, system performance reduces. Here we propose the Push Pull key matching algorithm which performs accountability and also improves the performance of system by 56% than existing system. The cloud accountability framework is designed which consist of registration manager, log manager and actual application. Registration manager performs the service level agreement which is done by cloud service provider. When cloud service provider registers, then he gets the key of UID and IP address. Accordingly the log manager built a key and Push this key securely by encryption process. In encryption process, temporal attribute base encryption and advanced encryption standard is used for security purpose. The application filter is used to performing access role of the system. These roles are assigned by cloud service provider after completing service level agreement.",,978-1-4799-1594-1,,10.1109/ICCIC.2013.6724146,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6724146,Cloud service provider;accountability;audit;cloud subscriber;key matching;push-pull,Access control;Cloud computing;Conferences;Encryption;Servers,cloud computing;cryptography,Internet service;access control applications;cloud application sharing;cloud service provider;downloading application;encryption process;network service;push pull key matching algorithm;uploading applications,,0,,18,,,26-28 Dec. 2013,,IEEE,IEEE Conference Publications
Enterprise Assets Security Requirements Construction from ESRMG Grammar based on Security Patterns,"Supaporn, K.; Prompoon, N.; Rojkangsadan, T.","Chulalongkorn Univ., Bangkok","Software Engineering Conference, 2007. APSEC 2007. 14th Asia-Pacific",20080107,2007,,,112,119,"One of the highest priorities of system requirements needed in software development industry is security requirements. However, to identify the complete and correct software security requirements are a challenging task especially creating enterprise assets security requirements. Enterprise assets security requirements are to identify security basic needs, to assess risks, to establish security approach and service, and to specify external enterprise consideration including confidentiality, integrity, availability, and accountability concerns. Moreover, these may be applied to other security requirements such as identification and authentication, access control, firewall architecture, etc. Security patterns may be used to create this security requirements but understanding, analyzing and transforming from security patterns to security requirements are difficult to accomplish. We proposed a grammar, called ESRMG (enterprise security and risk management grammar), and a prototyping tool based on security patterns in a scope of enterprise asset identification and risk managements which are the fundamental of enterprise security requirements. The proposed grammar and tool are beneficial for any organization to construct enterprise security requirements and may help reduce cost and time in overall of system development.",1530-1362,0-7695-3057-5,,10.1109/ASPEC.2007.53,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4425844,,Access control;Authentication;Availability;Computer industry;Construction industry;Pattern analysis;Programming;Prototypes;Risk management;Security,business data processing;risk management;security of data;software engineering,ESRMG grammar;enterprise assets security requirements construction;enterprise security and risk management grammar;security patterns;software development industry;software security;system requirements,,2,,13,,,4-7 Dec. 2007,,IEEE,IEEE Conference Publications
Epilogue,"Blanchette, J.",,Burdens of Proof:Cryptographic Culture and Evidence Law in the Age of Electronic Documents,20120924,2012,,,187,190,"The gradual disappearance of paper and its familiar evidential qualities affects almost every dimension of contemporary life. From health records to ballots, almost all documents are now digitized at some point of their life cycle, easily copied, altered, and distributed. In Burdens of Proof, Jean-Fran̤ois Blanchette examines the challenge of defining a new evidentiary framework for electronic documents, focusing on the design of a digital equivalent to handwritten signatures.From the blackboards of mathematicians to the halls of legislative assemblies, Blanchette traces the path of such an equivalent: digital signatures based on the mathematics of public-key cryptography. In the mid-1990s, cryptographic signatures formed the centerpiece of a worldwide wave of legal reform and of an ambitious cryptographic research agenda that sought to build privacy, anonymity, and accountability into the very infrastructure of the Internet. Yet markets for cryptographic products collapsed in the aftermath of the dot-com boom and bust along with cryptography's social projects.Blanchette describes the trials of French bureaucracies as they wrestled with the application of electronic signatures to real estate contracts, birth certificates, and land titles, and tracks the convoluted paths through which electronic documents acquire moral authority. These paths suggest that the material world need not merely succumb to the virtual but, rather, can usefully inspire it. Indeed, Blanchette argues, in renewing their engagement with the material world, cryptographers might also find the key to broader acceptance of their design goals.",,9780262301565,,,http://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=6281816.pdf&bkn=6267548&pdfType=chapter,,,,,,,,,2012,,,,MIT Press,MIT Press eBook Chapters
Expanding citizen access and public official accountability through knowledge creation technology: one recent development in e-democracy,"Shires, M.A.; Craig, M.S.","Sch. of Public Policy, Pepperdine Univ., Malibu, CA, USA","System Sciences, 2003. Proceedings of the 36th Annual Hawaii International Conference on",20030206,2003,,,10 pp.,,"The authors describe an addition to the conversation regarding enhanced democracy through technologically-assisted means (e-democracy) focusing on enhancing and expanding the typically unidirectional flow of statutes and procedural documentation from government to individuals. A new knowledge creation application is described that significantly improves the utility of available public records and enhances the ability of citizens to use them to ensure better and more consistent governmental outcomes. The application, called Minutes-n-Motion, uses neural net search algorithms to create multidimensional knowledge cubes inserted into a user-friendly interface to allow user-defined structuring of public information. The application improves access to public records and allows users to evaluate public actions in details from multiple perspectives with relative ease, thereby improving public official accountability and both the fairness and the consistency of the public process.",,0-7695-1874-5,,10.1109/HICSS.2003.1174321,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1174321,,Documentation;Electronic voting;Government;Internet;Multidimensional systems;Neural networks;Privacy;Public policy;Shape;Yarn,government data processing;information retrieval;information use;knowledge management;public administration;public information systems;social aspects of automation;user interfaces,Minutes-n-Motion application;citizen access;e-democracy;electronic democracy;knowledge creation technology;multidimensional knowledge cubes;neural net search algorithms;procedural documentation;public action evaluation;public information;public official accountability;public process consistency;public process fairness;public record access;public records;statute flow;technologically-assisted democracy;user-defined information structuring;user-friendly interface,,1,,11,,,6-9 Jan. 2003,,IEEE,IEEE Conference Publications
