"Industrial Challenges in the Composition of Embedded Systems","Composition of Embedded Systems. Scientific and Industrial Issues","","","","10.1007/978-3-540-77419-8_6","David CormanJames Paunicka","2008","http://link.springer.com/chapter/10.1007/978-3-540-77419-8_6","Chapter"
"15 years of ways of Internet governance: Towards a new agenda for action","Social Dimensions Of Information And Communication Technology Policy","","","","10.1007/978-0-387-84822-8_17","Jacques Berleur","2008","http://link.springer.com/chapter/10.1007/978-0-387-84822-8_17","Chapter"
"Private Query on Encrypted Data in Multi-user Settings","Information Security Practice and Experience","","","","10.1007/978-3-540-79104-1_6","Feng BaoRobert H. DengXuhua DingYanjiang Yang","2008","http://link.springer.com/chapter/10.1007/978-3-540-79104-1_6","Chapter"
"Distributed Authorization by Multiparty Trust Negotiation","Computer Security - ESORICS 2008","","","","10.1007/978-3-540-88313-5_19","Charles C. ZhangMarianne Winslett","2008","http://link.springer.com/chapter/10.1007/978-3-540-88313-5_19","Chapter"
"Shining Light in Dark Places: Understanding the Tor Network","Privacy Enhancing Technologies","","","","10.1007/978-3-540-70630-4_5","Damon McCoyKevin BauerDirk GrunwaldTadayoshi KohnoDouglas Sicker","2008","http://link.springer.com/chapter/10.1007/978-3-540-70630-4_5","Chapter"
"Probabilistic Anonymity","Privacy, Security, and Trust in KDD","","","","10.1007/978-3-540-78478-4_4","Sachin LodhaDilys Thomas","2008","http://link.springer.com/chapter/10.1007/978-3-540-78478-4_4","Chapter"
"Using Developers’ Experience in Cooperative Design Processes","Collaborative and Distributed Chemical Engineering. From Understanding to Substantial Design Process Support","","","","10.1007/978-3-540-70552-9_10","M. MiatidisM. JarkeK. Weidenhaupt","2008","http://link.springer.com/chapter/10.1007/978-3-540-70552-9_10","Chapter"
"A Security Model for Internet-Based Digital Asset Management Systems","Software Architecture","","","","10.1007/978-3-540-88030-1_29","I. ChatzigiannakisV. LiagkouD. SalourosP. Spirakis","2008","http://link.springer.com/chapter/10.1007/978-3-540-88030-1_29","Chapter"
"First International Workshop on the Model-Based Design of Trustworthy Health Information Systems","Models in Software Engineering","","","","10.1007/978-3-540-69073-3_13","Ákos LédecziRuth BreuBradley MalinJanos Sztipanovits","2008","http://link.springer.com/chapter/10.1007/978-3-540-69073-3_13","Chapter"
"Encrypted Shared Data Spaces","Coordination Models and Languages","","","","10.1007/978-3-540-68265-3_17","Giovanni RusselloChangyu DongNaranker DulayMichel ChaudronMaarten van Steen","2008","http://link.springer.com/chapter/10.1007/978-3-540-68265-3_17","Chapter"
"On the Facilitation of Fine-Grained Access to Distributed Healthcare Data","Secure Data Management","","","","10.1007/978-3-540-85259-9_11","Mark SlaymakerDavid PowerDouglas RussellAndrew Simpson","2008","http://link.springer.com/chapter/10.1007/978-3-540-85259-9_11","Chapter"
"A New Approach to Secure Logging","Data and Applications Security XXII","","","","10.1007/978-3-540-70567-3_4","Di MaGene Tsudik","2008","http://link.springer.com/chapter/10.1007/978-3-540-70567-3_4","Chapter"
"SuperTrust – A Secure and Efficient Framework for Handling Trust in Super Peer Networks","Distributed Computing and Networking","","","","10.1007/978-3-540-77444-0_37","Tassos DimitriouGhassan KarameIoannis Christou","2008","http://link.springer.com/chapter/10.1007/978-3-540-77444-0_37","Chapter"
"Capability Maturity Framework for eGovernment: A Multi-dimensional Model and Assessing Tool","Electronic Government","","","","10.1007/978-3-540-85204-9_12","Marcelo IribarrenGastón ConchaGonzalo ValdesMauricio SolarMaría T. VillarroelPatricio GutiérrezÁlvaro Vásquez","2008","http://link.springer.com/chapter/10.1007/978-3-540-85204-9_12","Chapter"
"Insecure Flight: Broken Boarding Passes and Ineffective Terrorist Watch Lists","Policies and Research in Identity Management","","","","10.1007/978-0-387-77996-6_2","Christopher Soghoian","2008","http://link.springer.com/chapter/10.1007/978-0-387-77996-6_2","Chapter"
"Disclosure Analysis and Control in Statistical Databases","Computer Security - ESORICS 2008","","","","10.1007/978-3-540-88313-5_10","Yingjiu LiHaibing Lu","2008","http://link.springer.com/chapter/10.1007/978-3-540-88313-5_10","Chapter"
"Trapdoor Sanitizable Signatures and Their Application to Content Protection","Applied Cryptography and Network Security","","","","10.1007/978-3-540-68914-0_16","Sébastien CanardFabien LaguillaumieMichel Milhau","2008","http://link.springer.com/chapter/10.1007/978-3-540-68914-0_16","Chapter"
"Feasibility of Automated Information Security Compliance Auditing","Proceedings of The Ifip Tc 11 23rd International Information Security Conference","","","","10.1007/978-0-387-09699-5_32","D. LongleyM. BranaganW.J. CaelliLF Kwok","2008","http://link.springer.com/chapter/10.1007/978-0-387-09699-5_32","Chapter"
"Security and Accounting Enhancements for Roaming in IMS","Wired/Wireless Internet Communications","","","","10.1007/978-3-540-68807-5_11","Seppo Heikkinen","2008","http://link.springer.com/chapter/10.1007/978-3-540-68807-5_11","Chapter"
"Context Awareness and Uncertainty in Collocated Collaborative Systems","Groupware: Design, Implementation, and Use","","","","10.1007/978-3-540-92831-7_4","Roc MesseguerPedro Damián-ReyesJesus FavelaLeandro Navarro","2008","http://link.springer.com/chapter/10.1007/978-3-540-92831-7_4","Chapter"
"Restricted Queries over an Encrypted Index with Applications to Regulatory Compliance","Applied Cryptography and Network Security","","","","10.1007/978-3-540-68914-0_23","Nikita BorisovSoumyadeb Mitra","2008","http://link.springer.com/chapter/10.1007/978-3-540-68914-0_23","Chapter"
"SBVR Use Cases","Rule Representation, Interchange and Reasoning on the Web","","","","10.1007/978-3-540-88808-6_20","Mark H. Linehan","2008","http://link.springer.com/chapter/10.1007/978-3-540-88808-6_20","Chapter"
"Engineering Autonomic Electronic Institutions","Engineering Environment-Mediated Multi-Agent Systems","","","","10.1007/978-3-540-85029-8_6","Josep Lluís ArcosJuan A. Rodríguez-AguilarBruno Rosell","2008","http://link.springer.com/chapter/10.1007/978-3-540-85029-8_6","Chapter"
"Athos: Efficient Authentication of Outsourced File Systems","Information Security","","","","10.1007/978-3-540-85886-7_6","Michael T. GoodrichCharalampos PapamanthouRoberto TamassiaNikos Triandopoulos","2008","http://link.springer.com/chapter/10.1007/978-3-540-85886-7_6","Chapter"
"Anonymity Protocol with Identity Escrow and Analysis in the Applied π-Calculus","Trustworthy Global Computing","","","","10.1007/978-3-540-78663-4_22","Aybek MukhamedovMark D. Ryan","2008","http://link.springer.com/chapter/10.1007/978-3-540-78663-4_22","Chapter"
"Real Electronic Cash Versus Academic Electronic Cash Versus Paper Cash (Panel Report)","Financial Cryptography and Data Security","","","","10.1007/978-3-540-85230-8_28","Jon CallasYvo DesmedtDaniel NagyAkira OtsukaJean-Jacques QuisquaterMoti Yung","2008","http://link.springer.com/chapter/10.1007/978-3-540-85230-8_28","Chapter"
"Fair Traceable Multi-Group Signatures","Financial Cryptography and Data Security","","","","10.1007/978-3-540-85230-8_21","Vicente BenjumeaSeung Geol ChoiJavier LopezMoti Yung","2008","http://link.springer.com/chapter/10.1007/978-3-540-85230-8_21","Chapter"
"Our Brothers’ Keepers: Secure Routing with High Performance","Stabilization, Safety, and Security of Distributed Systems","","","","10.1007/978-3-540-89335-6_18","Alex BrodskyScott Lindenberg","2008","http://link.springer.com/chapter/10.1007/978-3-540-89335-6_18","Chapter"
"Using Data Mining Methods to Predict Personally Identifiable Information in Emails","Advanced Data Mining and Applications","","","","10.1007/978-3-540-88192-6_26","Liqiang GengLarry KorbaXin WangYunli WangHongyu LiuYonghua You","2008","http://link.springer.com/chapter/10.1007/978-3-540-88192-6_26","Chapter"
"Government Intervention in Information Infrastructure Protection","Critical Infrastructure Protection","","","","10.1007/978-0-387-75462-8_3","Dan Assaf","2008","http://link.springer.com/chapter/10.1007/978-0-387-75462-8_3","Chapter"
"Role Signatures for Access Control in Open Distributed Systems","Proceedings of The Ifip Tc 11 23rd International Information Security Conference","","","","10.1007/978-0-387-09699-5_14","Jason CramptonHoon Wei Lim","2008","http://link.springer.com/chapter/10.1007/978-0-387-09699-5_14","Chapter"
"An Enterprise Content Management Solution Based on Open Source","Research and Practical Issues of Enterprise Information Systems II","","","","10.1007/978-0-387-75902-9_17","Rogerio Atem de Carvalho","2008","http://link.springer.com/chapter/10.1007/978-0-387-75902-9_17","Chapter"
"Improved Conditional E-Payments","Applied Cryptography and Network Security","","","","10.1007/978-3-540-68914-0_12","Marina Blanton","2008","http://link.springer.com/chapter/10.1007/978-3-540-68914-0_12","Chapter"
"Public Health Information Fusion for Situation Awareness","Biosurveillance and Biosecurity","","","","10.1007/978-3-540-89746-0_1","Henry RolkaJean C. O’ConnorDavid Walker","2008","http://link.springer.com/chapter/10.1007/978-3-540-89746-0_1","Chapter"
"Co-Orienting the Object: An Activity-Theoretical Analysis of the UK’s National Program for Information Technology","Information Technology in the Service Economy: Challenges and Possibilities for the 21st Century","","","","10.1007/978-0-387-09768-8_18","Panos ConstantinidesFrank Blackler","2008","http://link.springer.com/chapter/10.1007/978-0-387-09768-8_18","Chapter"
"SPIN: Service Performance Isolation Infrastructure in Multi-tenancy Environment","Service-Oriented Computing – ICSOC 2008","","","","10.1007/978-3-540-89652-4_58","Xin Hui LiTian Cheng LiuYing LiYing Chen","2008","http://link.springer.com/chapter/10.1007/978-3-540-89652-4_58","Chapter"
"Pre-determinants of Implementing IT Benefits Management in Norwegian Municipalities: Cultivate the Context","Electronic Government","","","","10.1007/978-3-540-85204-9_10","Tero PäivärintaWilly Dertz","2008","http://link.springer.com/chapter/10.1007/978-3-540-85204-9_10","Chapter"
"Teaming ERP System Efficiently into an Academic State of Affairs","Research and Practical Issues of Enterprise Information Systems II","","","","10.1007/978-0-387-76312-5_40","Subodh KesharwaniRamendu RoyAshish Agarwal","2008","http://link.springer.com/chapter/10.1007/978-0-387-76312-5_40","Chapter"
"Cooperative User-Centric Digital Identity Management Framework for Public Web Portals","Cooperative Design, Visualization, and Engineering","","","","10.1007/978-3-540-88011-0_39","Sylvia EnchevaSharil Tumin","2008","http://link.springer.com/chapter/10.1007/978-3-540-88011-0_39","Chapter"
"A Virtual Breeding Environment Reference Model and Its Instantiation Methodology","Pervasive Collaborative Networks","","","","10.1007/978-0-387-84837-2_2","David RomeroNathalie GaleanoArturo Molina","2008","http://link.springer.com/chapter/10.1007/978-0-387-84837-2_2","Chapter"
"IT Professional role today and tomorrow","E-Government Ict Professionalism and Competences Service Science","","","","10.1007/978-0-387-09712-1_8","Colin Thompson","2008","http://link.springer.com/chapter/10.1007/978-0-387-09712-1_8","Chapter"
"National variations of the information society: Evidence from the Greek case","Social Dimensions Of Information And Communication Technology Policy","","","","10.1007/978-0-387-84822-8_5","Dimitris Boucas","2008","http://link.springer.com/chapter/10.1007/978-0-387-84822-8_5","Chapter"
"Cooperative Data Management Services Based on Accountable Contract","On the Move to Meaningful Internet Systems: OTM 2008","","","","10.1007/978-3-540-88871-0_21","Chen WangSurya NepalShiping ChenJohn Zic","2008","http://link.springer.com/chapter/10.1007/978-3-540-88871-0_21","Chapter"
"Web-Based Outcome-Based Teaching and Learning – An Experience Report","Advances in Web Based Learning – ICWL 2007","","","","10.1007/978-3-540-78139-4_42","Yu MongMangtang ChanFrancis Kar Ho Chan","2008","http://link.springer.com/chapter/10.1007/978-3-540-78139-4_42","Chapter"
"Repeatable Collaboration Processes for Mature Organizational Policy Making","Groupware: Design, Implementation, and Use","","","","10.1007/978-3-540-92831-7_19","Josephine NabukenyaPatrick van BommelH. A. Erik Proper","2008","http://link.springer.com/chapter/10.1007/978-3-540-92831-7_19","Chapter"
"On Community-Oriented Internet Measurement","Passive and Active Network Measurement","","","","10.1007/978-3-540-79232-1_12","Mark AllmanLann MartinMichael RabinovichKenneth Atchinson","2008","http://link.springer.com/chapter/10.1007/978-3-540-79232-1_12","Chapter"
"Kilim: Isolation-Typed Actors for Java","ECOOP 2008 – Object-Oriented Programming","","","","10.1007/978-3-540-70592-5_6","Sriram SrinivasanAlan Mycroft","2008","http://link.springer.com/chapter/10.1007/978-3-540-70592-5_6","Chapter"
"Implementing Lean Management in the Romanian Industry","Lean Business Systems and Beyond","","","","10.1007/978-0-387-77249-3_28","Paul MarinescuSorin George Toma","2008","http://link.springer.com/chapter/10.1007/978-0-387-77249-3_28","Chapter"
"A Normative Multi-Agent Systems Approach to the Use of Conviviality for Digital Cities","Coordination, Organizations, Institutions, and Norms in Agent Systems III","","","","10.1007/978-3-540-79003-7_18","Patrice Caire","2008","http://link.springer.com/chapter/10.1007/978-3-540-79003-7_18","Chapter"
"Empowerment through ICT: A critical discourse analysis of the Egyptian ICT policy","Social Dimensions Of Information And Communication Technology Policy","","","","10.1007/978-0-387-84822-8_11","Bernd Carsten Stahl","2008","http://link.springer.com/chapter/10.1007/978-0-387-84822-8_11","Chapter"
"A Virtual Digital Forensics Laboratory","Advances in Digital Forensics IV","","","","10.1007/978-0-387-84927-0_28","Philip CraigerPaul BurkeChristopher MarberryMark Pollitt","2008","http://link.springer.com/chapter/10.1007/978-0-387-84927-0_28","Chapter"
"ICT policy as a governance domain: The case of Greece and the European Commission","Social Dimensions Of Information And Communication Technology Policy","","","","10.1007/978-0-387-84822-8_4","Ioanna Chini","2008","http://link.springer.com/chapter/10.1007/978-0-387-84822-8_4","Chapter"
"Reference Modeling for Higher Education Budgeting: Applying the H2 Toolset for Conceptual Modeling of Performance-Based Funding Systems","Business Process Management Workshops","","","","10.1007/978-3-540-78238-4_44","Jan vom BrockeChristian BuddendickAlexander Simons","2008","http://link.springer.com/chapter/10.1007/978-3-540-78238-4_44","Chapter"
"Analyzing Public Open Source Policy: The Case Study of Venezuela","Information Technology in the Service Economy: Challenges and Possibilities for the 21st Century","","","","10.1007/978-0-387-09768-8_17","Edgar MaldonadoAndrea H. Tapia","2008","http://link.springer.com/chapter/10.1007/978-0-387-09768-8_17","Chapter"
"Technology, globalisation, and governance: Research perspectives and prospects","Social Dimensions Of Information And Communication Technology Policy","","","","10.1007/978-0-387-84822-8_6","Tony CornfordDiego D. Navarra","2008","http://link.springer.com/chapter/10.1007/978-0-387-84822-8_6","Chapter"
"Online-Untransferable Signatures","Public Key Cryptography – PKC 2008","","","","10.1007/978-3-540-78440-1_15","Moses LiskovSilvio Micali","2008","http://link.springer.com/chapter/10.1007/978-3-540-78440-1_15","Chapter"
"IT and Professionalism in Developing Countries","E-Government Ict Professionalism and Competences Service Science","","","","10.1007/978-0-387-09712-1_11","Moira de Roche","2008","http://link.springer.com/chapter/10.1007/978-0-387-09712-1_11","Chapter"
"Virtuality and Non-Virtuality in Remote Stock Trading","Information Technology in the Service Economy: Challenges and Possibilities for the 21st Century","","","","10.1007/978-0-387-09768-8_11","Roger F. A. van Daalen FuenteMike W. ChiassonPaul R. Devadoss","2008","http://link.springer.com/chapter/10.1007/978-0-387-09768-8_11","Chapter"
"Ethics, Equality and Inclusion for Students with a Chronic Health Condition","Learning to Live in the Knowledge Society","","","","10.1007/978-0-387-09729-9_9","Tony PotasAnthony Jones","2008","http://link.springer.com/chapter/10.1007/978-0-387-09729-9_9","Chapter"
"Product Lifestyle Design: Innovation for Sustainability","Computer-Aided Innovation (CAI)","","","","10.1007/978-0-387-09697-1_18","Rinaldo C. MicheliniRoberto P. Razzoli","2008","http://link.springer.com/chapter/10.1007/978-0-387-09697-1_18","Chapter"
"IP3 - National Societies’ Roles and Responsibilities","E-Government Ict Professionalism and Competences Service Science","","","","10.1007/978-0-387-09712-1_18","Roger G. Johnson","2008","http://link.springer.com/chapter/10.1007/978-0-387-09712-1_18","Chapter"
"Managing Data for Evaluating Trust in Unstructured Peer-to-Peer Networks","Advances in Grid and Pervasive Computing","","","","10.1007/978-3-540-68083-3_31","Zhitang LiHuaiqing LinChuiwei LuYejiang Zhang","2008","http://link.springer.com/chapter/10.1007/978-3-540-68083-3_31","Chapter"
"MetaVex: Regulation Drafting Meets the Semantic Web","Computable Models of the Law","","","","10.1007/978-3-540-85569-9_3","Saskia van de VenRinke HoekstraRadboud WinkelsEmile de MaatÁdám Kollár","2008","http://link.springer.com/chapter/10.1007/978-3-540-85569-9_3","Chapter"
"Public Health Preparedness Informatics Infrastructure. A Case Study in Integrated Surveillance and Response: 2004–2005 National Influenza Vaccine Shortage","Biosurveillance and Biosecurity","","","","10.1007/978-3-540-89746-0_5","Ivan J. GothamLinh H. LeDebra L. SottolanoKathryn J. Schmit","2008","http://link.springer.com/chapter/10.1007/978-3-540-89746-0_5","Chapter"
"Transparent Complexity by Goals","Electronic Government","","","","10.1007/978-3-540-85204-9_22","Vytautas ČyrasFriedrich Lachmayer","2008","http://link.springer.com/chapter/10.1007/978-3-540-85204-9_22","Chapter"
"Telehealth in Context: Socio-technical Barriers to Telehealth use in Labrador, Canada","Computer Supported Cooperative Work (CSCW)","","16","6","10.1007/s10606-006-9030-3","Katrina Peddle","2007","http://link.springer.com/article/10.1007/s10606-006-9030-3","Article"
"Using OGRO and CertiVeR to improve OCSP validation for Grids","The Journal of Supercomputing","","42","3","10.1007/s11227-007-0120-x","Jesus LunaManel MedinaOscar Manso","2007","http://link.springer.com/article/10.1007/s11227-007-0120-x","Article"
"Putting the pieces together: Online argumentation vee diagrams enhance thinking during discussions","International Journal of Computer-Supported Collaborative Learning","","2","4","10.1007/s11412-007-9025-1","E. Michael NussbaumDenise L. WinsorYvette M. AquiAnne M. Poliquin","2007","http://link.springer.com/article/10.1007/s11412-007-9025-1","Article"
"Modeling factions for “effects based operations”: part I—leaders and followers","Computational and Mathematical Organization Theory","","13","4","10.1007/s10588-007-9017-8","Barry G. SilvermanGnana BharathyBenjamin NyeRoy J. Eidelson","2007","http://link.springer.com/article/10.1007/s10588-007-9017-8","Article"
"Post-release information privacy protection: A framework and next-generation privacy-enhanced operating system","Information Systems Frontiers","","9","5","10.1007/s10796-007-9057-0","Yanjun ZuoTimothy O’Keefe","2007","http://link.springer.com/article/10.1007/s10796-007-9057-0","Article"
"Security as a contributor to knowledge management success","Information Systems Frontiers","","9","5","10.1007/s10796-007-9053-4","Murray E. JennexSuzanne Zyngier","2007","http://link.springer.com/article/10.1007/s10796-007-9053-4","Article"
"Managing the false alarms: A framework for assurance and verification of surveillance monitoring","Information Systems Frontiers","","9","5","10.1007/s10796-007-9048-1","Peter Goldschmidt","2007","http://link.springer.com/article/10.1007/s10796-007-9048-1","Article"
"Web-based systems design: a study of contemporary practices and an explanatory framework based on “method-in-action”","Requirements Engineering","","12","4","10.1007/s00766-007-0052-2","Michael LangBrian Fitzgerald","2007","http://link.springer.com/article/10.1007/s00766-007-0052-2","Article"
"Indivo: a personally controlled health record for health information exchange and communication","BMC Medical Informatics and Decision Making","","7","1","10.1186/1472-6947-7-25","Kenneth D MandlWilliam W SimonsWilliam CR CrawfordJonathan M Abbett","2007","http://link.springer.com/article/10.1186/1472-6947-7-25","Article"
"Managing one’s identities in organisational and social settings","Datenschutz und Datensicherheit - DuD","","31","9","10.1007/s11623-007-0221-y","Katrin Borcea-PfitzmannMarit HansenKatja LiesebachAndreas PfitzmannSandra Steinbrecher","2007","http://link.springer.com/article/10.1007/s11623-007-0221-y","Article"
"“Who will be left to tell the tale?” Recordkeeping and international criminal jurisprudence","Archival Science","","7","3","10.1007/s10502-007-9050-x","Tom A. Adami","2007","http://link.springer.com/article/10.1007/s10502-007-9050-x","Article"
"A quantum metric of organizational performance: Terrorism and counterterrorism","Computational and Mathematical Organization Theory","","13","3","10.1007/s10588-006-9005-4","W. F. LawlessMargo BergmanJ. LouçãNicole N. KriegelNick Feltovich","2007","http://link.springer.com/article/10.1007/s10588-006-9005-4","Article"
"The role of the enterprise architect","Information Systems and e-Business Management","","5","4","10.1007/s10257-007-0053-1","Carolyn StranoQamar Rehmani","2007","http://link.springer.com/article/10.1007/s10257-007-0053-1","Article"
"Trustworthy remote compiling services for grid-based scientific applications","The Journal of Supercomputing","","41","2","10.1007/s11227-006-0029-9","Yaohang LiDaniel ChenXiaohong Yuan","2007","http://link.springer.com/article/10.1007/s11227-006-0029-9","Article"
"A field study of the requirements engineering practice in Australian software industry","Requirements Engineering","","12","3","10.1007/s00766-007-0042-4","Emila SadraeiAybüke AurumGhassan BeydounBarbara Paech","2007","http://link.springer.com/article/10.1007/s00766-007-0042-4","Article"
"Doing Virtually Nothing: Awareness and Accountability in Massively Multiplayer Online Worlds","Computer Supported Cooperative Work (CSCW)","","16","3","10.1007/s10606-006-9021-4","Robert J. MooreNicolas DucheneautEric Nickell","2007","http://link.springer.com/article/10.1007/s10606-006-9021-4","Article"
"How Can I Help You? Call Centres, Classification Work and Coordination","Computer Supported Cooperative Work (CSCW)","","16","3","10.1007/s10606-007-9045-4","David MartinJacki O’neillDave RandallMark Rouncefield","2007","http://link.springer.com/article/10.1007/s10606-007-9045-4","Article"
"The long-term preservation of identifiable personal data: a comparative archival perspective on privacy regulatory models in the European Union, Australia, Canada and the United States","Archival Science","","7","1","10.1007/s10502-007-9055-5","Livia IacovinoMalcolm Todd","2007","http://link.springer.com/article/10.1007/s10502-007-9055-5","Article"
"Ethical protocols design","Ethics and Information Technology","","9","1","10.1007/s10676-006-9128-9","Matteo Turilli","2007","http://link.springer.com/article/10.1007/s10676-006-9128-9","Article"
"Can tools help unify organization theory? Perspectives on the state of computational modeling","Computational and Mathematical Organization Theory","","13","1","10.1007/s10588-006-9000-9","Michael J. AshworthKathleen M. Carley","2007","http://link.springer.com/article/10.1007/s10588-006-9000-9","Article"
"Pricing strategies in electronic marketplaces with privacy-enhancing technologies","WIRTSCHAFTSINFORMATIK","","49","1","10.1007/s11576-007-0004-y","Rainer Böhme M.A.Dipl.-Inf. Sven Koble","2007","http://link.springer.com/article/10.1007/s11576-007-0004-y","Article"
"Authorization Architectures for Privacy-Respecting Surveillance","Public Key Infrastructure","","","","10.1007/978-3-540-73408-6_1","Ulrich FlegelMichael Meier","2007","http://link.springer.com/chapter/10.1007/978-3-540-73408-6_1","Chapter"
"Security Rationale for a Cooperative Backup Service for Mobile Devices","Dependable Computing","","","","10.1007/978-3-540-75294-3_16","Ludovic CourtèsMarc-Olivier KillijianDavid Powell","2007","http://link.springer.com/chapter/10.1007/978-3-540-75294-3_16","Chapter"
"Privacy-Enhanced Web Personalization","The Adaptive Web","","","","10.1007/978-3-540-72079-9_21","Alfred Kobsa","2007","http://link.springer.com/chapter/10.1007/978-3-540-72079-9_21","Chapter"
"Enabling Privacy of Real-Life LBS","New Approaches for Security, Privacy and Trust in Complex Environments","","","","10.1007/978-0-387-72367-9_28","Jan ZibuschkaLothar FritschMike RadmacherTobias SchernerKai Rannenberg","2007","http://link.springer.com/chapter/10.1007/978-0-387-72367-9_28","Chapter"
"Improving the Information Security Model by using TFI","New Approaches for Security, Privacy and Trust in Complex Environments","","","","10.1007/978-0-387-72367-9_7","Rose-Mharie ÅhlfeldtPaolo SpagnolettiGuttorm Sindre","2007","http://link.springer.com/chapter/10.1007/978-0-387-72367-9_7","Chapter"
"Privacy Requirements in Identity Management Solutions","Human Interface and the Management of Information. Interacting in Information Environments","","","","10.1007/978-3-540-73354-6_76","Abhilasha Bhargav-SpantzelAnna C. SquicciariniMatthew YoungElisa Bertino","2007","http://link.springer.com/chapter/10.1007/978-3-540-73354-6_76","Chapter"
"Using Payment Gateways to Maintain Privacy in Secure Electronic Transactions","New Approaches for Security, Privacy and Trust in Complex Environments","","","","10.1007/978-0-387-72367-9_24","Alapan ArnabAndrew Hutchison","2007","http://link.springer.com/chapter/10.1007/978-0-387-72367-9_24","Chapter"
"A Lightweight Privacy Preserving Authentication and Access Control Scheme for Ubiquitous Computing Environment","Information Security and Cryptology - ICISC 2007","","","","10.1007/978-3-540-76788-6_4","Jangseong KimZeen KimKwangjo Kim","2007","http://link.springer.com/chapter/10.1007/978-3-540-76788-6_4","Chapter"
"Towards Improved Privacy Policy Coverage in Healthcare Using Policy Refinement","Secure Data Management","","","","10.1007/978-3-540-75248-6_11","Rafae BhattiTyrone Grandison","2007","http://link.springer.com/chapter/10.1007/978-3-540-75248-6_11","Chapter"
"Privacy and the Public Educator","Human Interface and the Management of Information. Interacting in Information Environments","","","","10.1007/978-3-540-73354-6_32","Melissa DarkClewin McPherson","2007","http://link.springer.com/chapter/10.1007/978-3-540-73354-6_32","Chapter"
"Requirements of Secure Storage Systems for Healthcare Records","Secure Data Management","","","","10.1007/978-3-540-75248-6_12","Ragib HasanMarianne WinslettRadu Sion","2007","http://link.springer.com/chapter/10.1007/978-3-540-75248-6_12","Chapter"
"Ontological Mapping of Common Criteria’s Security Assurance Requirements","New Approaches for Security, Privacy and Trust in Complex Environments","","","","10.1007/978-0-387-72367-9_8","Andreas EkclhartStefan FenzGernot GoluchEdgar Weippl","2007","http://link.springer.com/chapter/10.1007/978-0-387-72367-9_8","Chapter"
"SMASH: Modular Security for Mobile Agents","Software Engineering for Multi-Agent Systems V","","","","10.1007/978-3-540-73131-3_6","Adam PridgenChristine Julien","2007","http://link.springer.com/chapter/10.1007/978-3-540-73131-3_6","Chapter"
"Obligations and Their Interaction with Programs","Computer Security – ESORICS 2007","","","","10.1007/978-3-540-74835-9_25","Daniel J. DoughertyKathi FislerShriram Krishnamurthi","2007","http://link.springer.com/chapter/10.1007/978-3-540-74835-9_25","Chapter"
"Privacy Protection in PKIs: A Separation-of-Authority Approach","Information Security Applications","","","","10.1007/978-3-540-71093-6_23","Taekyoung KwonJung Hee CheonYongdae KimJae-Il Lee","2007","http://link.springer.com/chapter/10.1007/978-3-540-71093-6_23","Chapter"
"A Privacy-Preserving Buyer-Seller Watermarking Protocol with Semi-trust Third Party","Trust, Privacy and Security in Digital Business","","","","10.1007/978-3-540-74409-2_7","Min-Hua Shao","2007","http://link.springer.com/chapter/10.1007/978-3-540-74409-2_7","Chapter"
"Understanding Compliance to Privacy Guidelines Using Text-and Video-Based Scenarios","Human-Computer Interaction – INTERACT 2007","","","","10.1007/978-3-540-74800-7_12","Abdullah Al MahmudMaurits KapteinOliver MoranEvelien van de Garde-PerikPanos Markopoulos","2007","http://link.springer.com/chapter/10.1007/978-3-540-74800-7_12","Chapter"
"Simplified Privacy Controls for Aggregated Services — Suspend and Resume of Personal Data","Privacy Enhancing Technologies","","","","10.1007/978-3-540-75551-7_14","Matthias SchunterMichael Waidner","2007","http://link.springer.com/chapter/10.1007/978-3-540-75551-7_14","Chapter"
"A Critical Approach to Privacy Research in Ubiquitous Environments – Issues and Underlying Assumptions","Emerging Directions in Embedded and Ubiquitous Computing","","","","10.1007/978-3-540-77090-9_2","Maria KarydaStefanos GritzalisJong Hyuk Park","2007","http://link.springer.com/chapter/10.1007/978-3-540-77090-9_2","Chapter"
"Run-Time Monitoring for Privacy-Agreement Compliance","Service-Oriented Computing – ICSOC 2007","","","","10.1007/978-3-540-74974-5_29","S. BenbernouH. MezianeM. S. Hacid","2007","http://link.springer.com/chapter/10.1007/978-3-540-74974-5_29","Chapter"
"Privacy Protection for a Secure u-City Life","Computational Science – ICCS 2007","","","","10.1007/978-3-540-72590-9_99","Changjin LeeBong Gyou LeeYoungil Kong","2007","http://link.springer.com/chapter/10.1007/978-3-540-72590-9_99","Chapter"
"Conditional Privacy-Aware Role Based Access Control","Computer Security – ESORICS 2007","","","","10.1007/978-3-540-74835-9_6","Qun NiDan LinElisa BertinoJorge Lobo","2007","http://link.springer.com/chapter/10.1007/978-3-540-74835-9_6","Chapter"
"Enabling Data Sharing and Collaboration in Complex Systems Applications","Distributed, High-Performance and Grid Computing in Computational Biology","","","","10.1007/978-3-540-69968-2_10","Michael A. JohnstonJordi Villà-Freixa","2007","http://link.springer.com/chapter/10.1007/978-3-540-69968-2_10","Chapter"
"Security","Algorithms for Sensor and Ad Hoc Networks","","","","10.1007/978-3-540-74991-2_16","Erik-Oliver BlaßBenjamin FabianMatthias FischmannSeda F. Gürses","2007","http://link.springer.com/chapter/10.1007/978-3-540-74991-2_16","Chapter"
